id,origin_user,origin,destination,flight_type,travel_date,overall_rating,review_text
41043,"Bakewell, Reino Unido",Rome,London,Europe,septiembre de 2024,1,"Acabo de tener una experiencia terrible con Vueling. 

Nos registramos y nos negaron los asientos adicionales en el espacio para las piernas en la primera fila que habíamos pagado, ya que teníamos un saxofón con nosotros que había 'reservado un asiento' que no lo permitirían en los asientos del espacio para las piernas a pesar de que tenía un asiento de ventana (1 A) en el vuelo de salida. 

Nos sentamos en el avión durante 90 minutos, el capitán mintió sobre el clima en Inglaterra (el vuelo de BA LCY despegó a tiempo y aterrizó en el Reino Unido) y la tripulación se agotó. Tuvimos que alquilar el aeropuerto se sentó durante 90 minutos esperando un equipo de reemplazo, luego cancelaron el vuelo. 

El sitio web se negó a procesar un reembolso en efectivo a pesar de intentarlo, y tratando, y tratando! 
 
Compañía inútil, servicio inútil. 

No los uses"
41044,Desconocido,Athens,Alicante,Europe,octubre de 2024,1,"Hello S1930BQjonathans,

Thank you for sharing your experience with us. We are sorry to hear that it was not what you expected. At Vueling, we work very hard to maintain a quality service and we are sorry that this time we didn't live up to it. Please be informed that we are available through our customer service channels, including social media, to help you with to help you clarify what happened.

Best regards,

Noa"
41045,Desconocido,Rome,Dubrovnik,Europe,octubre de 2024,1,"La peor aerolínea con la que he viajado nunca, retrasos en vuelos, dinero no reembolsable, avión incómodo… PÉSIMO TODO"
41046,Desconocido,Tenerife,Barcelona,Domestic,octubre de 2024,5,"No entiendo todas las malas críticas, ya que tuvimos un muy buen vuelo. El espacio para las piernas era suficiente, ya que algunas personas olvidan que esta es una aerolínea económica. Nuestro vuelo fue muy suave, el aterrizaje fue genial y en el aeropuerto no tuvimos problemas. Sin duda recomendaría si usted está buscando una buena y barata Aerolínea que le llevará desde el punto A a ser."
41047,Desconocido,Wilkes-Barre,Bournemouth,International,octubre de 2024,1,"Miserables ,,60 euros por llevar una bolsa con monedero y tablet. Origen Barcelona destino Londres. Es lo más parecido al juego de los trileros."
41048,Desconocido,London,Bilbao,Europe,octubre de 2024,1,"Normalmente no pierdo el tiempo para comentar como se merecen. Cancelaron mi vuelo el viernes sin compensación por hormigas. Luego me cobraron 110 € por cambiar mi vuelo. Entonces incluso yo estaba en el aeropuerto una hora antes de la hora de salida rechazó mi entrada afirmando que llego tarde. Por lo tanto, necesitaba comprarles otro boleto ya que necesito estar en bilbao por una situación urgente. Estos ladrones robaron mis 220 € en total, ni se te ocurra usar sus vuelos."
41049,Desconocido,London,Paris,Europe,octubre de 2024,1,"Hello,
Thank you for sharing your experience with us, we are sorry about the troubles.
We invite you to get in touch with us through any of our contact channels, in order to review your case.
We hope to offer you a better experience on your next flight.
Kind regards, Alicia."
41050,Desconocido,Nantes,Malaga,Europe,octubre de 2024,1,"No hay personal en el check-in, ni representante con quien hablar. El personal de Heathrow era terrible y franco, y poco servicial. El servicio de atención al cliente de Vueling tampoco fue útil. Terrible aerolínea."
41051,"Missillac, Francia",Barcelona,Las Palmas de Gran Canaria,Domestic,octubre de 2024,1,"Compagnie Low cost, 
 & Bajo servicio
 & Cortesía baja
 & Bajo flexible
PERO: Falsas promesas
 & inalcanzable
 & sin asistencia
 & trap setter
JE NE PEUX RIEN POUR VOUS 
 NO PUEDO HACER NADA POR TI"
41052,Desconocido,Barcelona,Grand Turk,International,septiembre de 2024,1,Reservamos un vuelo desde Barcelona a Granada España. Declararon que el avión no podía aterrizar en Granada porque estaba demasiado oscuro afuera y desviaron nuestro vuelo a Mallorca. Todavía había luz cuando aterrizamos en Mallorca. No nos dieron ninguna información y esperamos en el aeropuerto de Mallorca durante horas antes de que nos dieran un autobús para llevarnos a Granada. El autobús se averió en el camino y tuvimos que esperar otra hora antes de poder volver a irnos. Se suponía que llegaríamos a Granada a las 6 : 30 pm pero no llegó hasta el día siguiente después de las 12 am
41053,Desconocido,Barcelona,Ibiza,Domestic,septiembre de 2024,1,"Hello Chanel,
We are deeply sorry for the troubles you encountered during your journey.
If you wish, we invite you to reach out to us through any of our contact channels in order to inform you about which claims to make.
We hope to offer you a better experience on your next flight.
Kind regards, Alicia."
41054,Desconocido,Barcelona,Las Palmas de Gran Canaria,Domestic,septiembre de 2024,1,"Peor aerolínea. 
La azafata tiene actitud todo el tiempo. 
Yo diría que todo el equipo. 
Incluso tienen actitud para cerrar ese courtain en tu cara todo el tiempo, con actitud! COMPRUEBE SUS ETIQUETAS DE EQUIPAJE , el asistente en el quiosco se arruinó tanto e imprimió la etiqueta de vuelo OUT con destino en lugar de la etiqueta IN blind... después de eso , ha sido una pesadilla . Nunca tuvimos nuestro equipaje, y ahora comimos peleando con un abogado externo “compañía de pasajeros” para obtener lo que merecemos por esto! 
Vueling estaba tratando de cerrarme por 500! 
Para su información tiene derecho a 64 euros por día de su equipaje perdido durante 31 días! ¡Sin incluir tus primeros días esenciales!"
41055,Desconocido,London,Santiago de Compostela,Europe,octubre de 2024,1,"Hello Ramon,
Thank you for sharing your experience with us, we are sorry to read that our standards were not followed.
Please do not hesitate to reach out to us through our contact channels to inform you about how to claim your luggage and check its status.
We wish to offer you a better experience on your next flight.
Kind regards, Alicia."
41056,"Granada, España",Las Palmas de Gran Canaria,London,Europe,septiembre de 2024,1,"Siempre los vuelos con retraso. Siempre. Salimos dos grupos, uno de Barcelona a Granada, el otro de Barcelona a Sevilla. El de Granada casi una hora de retraso, el de Sevilla dos horas. No es l segunda vez. Ya hemos convenido que en la medida de los posible evitaremos viajar con Vueling y perder el tiempo."
41057,Desconocido,Barcelona,Cairo,International,octubre de 2024,1,"Sus políticas y condiciones de cancelación atentan contra el consumidor. He caído enferma de covid, he solicitado cancelar el vuelo y me ofrecen un bono. 
En sus condiciones de cancelación no hay ningún apartado que diga ""y la devolución se hará en un bono"" dice que es posible cancelar si está justificado.
Yo no quiero un bono, no tengo más días de vacaciones y en el futuro no sé si quiera si voy a usar el bono. La cuestión es que si está justificado, en cualquier establecimiento de consumo te hacen la devolución en la misma forma de compra. NO RECOMIENDO PARA NADA sus políticas y condiciones son abusivas y van contra las leyes de protección del consumidor."
41058,España,London,Santiago de Compostela,Europe,octubre de 2024,2,"Generalmente, no suelo tener problema alguno con esta compañía, pero en este caso, tenía un vuelo de transferencia en el aeropuerto de Gatwick, en el que ofertan la posibilidad del Fast track (esto es, pagar por tener acceso al mostrador rápido de control de equipaje y así agilizar el proceso, para cuando existe muy poco margen entre vuelos). Al ser este mi caso, tener solo 1 hora para hacer todo el recorrido del aeropuerto, me enviaron esta sugerencia para añadirla a mi tarjeta de embarque, así que por miedo a poder perder el avión, pagamos esta opción. La sorpresa fue que al llegar a la cola de control y hablar con los de seguridad, nos dijeron que no estaba disponible, por lo que nos tuvimos que comer igual toda la cola de control de equipaje de tráfico internacional. Estuvimos a punto de perder el avión por esta broma de mal gusto. Antes de ofrecer un servicio, hay que asegurarse que efectivamente, lo van a tener disponible en el aeropuerto."
41059,Desconocido,London,Rome,Europe,septiembre de 2024,1,"La peor aerolínea. Mi vuelo se retrasó, perdí mi conexión y me vi obligado a pasar la noche en el aeropuerto de Barcelona de camino a Ibiza. 
Al día siguiente el personal de Vueling se negó a dejarme tomar el primer avión a Ibiza porque me habían emitido una tarjeta de embarque equivocada. Fue solo porque discutí con ellos que me dejaron subir al avión y finalmente llegaron a mi destino. Después de repetidos intentos de compensación Vueling dijo que era una circunstancia extraordinaria y que no tenían que pagarme ninguna compensación. Perdí una noche de alojamiento en Ibiza y llegué un día tarde. No vuele con esta aerolínea, con ninguna otra que no sea esta. 
Mal servicio, mal servicio al cliente, mal todo. 
Ali"
41060,Desconocido,Athens,Ibiza,Europe,julio de 2024,1,"Reservé un vuelo de París a Barcelona. Llegué por primera vez al aeropuerto y ningún empleado pudo explicar dónde estaba la terminal. Cuando finalmente encontramos la terminal una señora me detuvo justo antes de entrar en la línea porque tenía un grupo. Cuando todo el mundo de su grupo sobrevivió y ella finalmente me dijo que era demasiado tarde y que aceptaban equipaje de un vuelo diferente, así que no podía aceptar mis maletas. Mi vuelo todavía estaba allí hablando de 5 minutos que literalmente podría haber sido la diferencia de ehen ella me detuvo. Me hicieron pagar casi 600 dólares más para reservar el próximo vuelo. Eran groseros, decían que no había supervisor y nadie podía ayudarme."
41061,Desconocido,Paris,Barcelona,Europe,septiembre de 2024,1,"Hello,
We are very sorry to hear that your experience with us was not satisfactory. We value every comment and are always looking to improve, so thank you for letting us know. Please do not hesitate to contact us through our customer service channels to resolve any queries or problems.
We hope to have the opportunity to improve on your next flight.
Best regards,
Leyla"
41062,Desconocido,Seville,Bilbao,Domestic,octubre de 2024,5,"Iker es una maravilla de persona, nos ayudo con el miedo a volar de mi pareja. No esperaba el trato tan cercano que ha tenido con nosotros y se lo agradezco en el alma. Le doy un 10 en todo. Gracias!!"
41063,Desconocido,Rome,Paris,Europe,octubre de 2024,2,Muy mal check-in y servicio de embarque! Tengo que esperar a través de la cola solo para reiniciar desde atrás de nuevo. Venía con amigos y el abordaje se hacía juntos. ¡Dejamos entrar a pocos amigos y paramos a pocos de nosotros y pedimos empezar desde atrás solo para dejar pasar a pocos! Espacio para las piernas súper corto! No en los servicios de vuelo.
41064,Desconocido,Bilbao,Amsterdam,Europe,octubre de 2024,1,"Personal antipático! 
Ser obligado a pagar costos adicionales por el equipaje que pagué ya
No pude contactar con el servicio de atención al cliente para solucionar los problemas que tuve con Vueling. 
¡Esta fue mi peor experiencia de vuelo!"
41065,"Giza, Egipto",Florence,Barcelona,International,septiembre de 2024,1,"¡LA PEOR AEROLÍNEA CON LA QUE PODRÍAS VOLAR! Nuestra experiencia con Vueling fue una completa pesadilla de principio a fin. No solo nuestro vuelo fue cancelado sin ningún apoyo o alternativas, sino que también nos quedamos varados durante dos días, obligados a pagar noches de hotel adicionales y nuevos boletos. Para empeorar las cosas, nuestro equipaje se perdió durante la conexión, y no hemos recibido actualizaciones o comunicación de la aerolínea con respecto a su estado. La falta de servicio al cliente es impactante, y honestamente no entiendo cómo esta aerolínea sigue operando. Evitar a toda costa."
